Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
01/01/2020,106,PM2.5,Bakersfield-California,06-029-0014,AQS,3,37,22,106,29
01/02/2020,99,PM2.5,Bakersfield-California,06-029-0014,AQS,3,34,24,99,23
01/03/2020,86,PM2.5,Bakersfield-California,06-029-0014,AQS,3,31,25,86,27
01/04/2020,78,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,40,35,78,34
01/05/2020,73,PM2.5,Bakersfield-California,06-029-0014,AQS,5,36,15,73,20
01/06/2020,64,PM2.5,Bakersfield-California,06-029-0014,AQS,2,34,19,64,18
01/07/2020,76,PM2.5,Bakersfield-California,06-029-0014,AQS,2,31,26,76,19
01/08/2020,60,PM2.5,Bakersfield-California,06-029-0014,AQS,2,35,11,60,24
01/09/2020,56,PM2.5,Bakersfield-California,06-029-0014,AQS,2,36,12,56,25
01/10/2020,69,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,37,23,69,30
01/11/2020,71,PM2.5,Bakersfield-California,06-029-0014,AQS,2,39,15,71,19
01/12/2020,62,PM2.5,Bakersfield-California,06-029-0014,AQS,3,36,12,62,29
01/13/2020,62,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,40,12,62,30
01/14/2020,62,PM2.5,Bakersfield-California,06-029-0014,AQS,2,41,19,62,24
01/15/2020,80,PM2.5,Bakersfield-California,06-029-0014,AQS,3,36,34,80,28
01/16/2020,73,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,40,30,73,24
01/17/2020,41,PM2.5,Bakersfield-California,06-029-0014,AQS,2,39,6,41,29
01/18/2020,72,PM2.5,Bakersfield-California,06-029-0014,AQS,2,38,15,72,19
01/19/2020,82,PM2.5,Bakersfield-California,06-029-0014,AQS,2,34,15,82,15
01/20/2020,90,PM2.5,Bakersfield-California,06-029-0014,AQS,2,37,28,90,20
01/21/2020,70,PM2.5,Bakersfield-California,06-029-0014,AQS,5,39,14,70,31
01/22/2020,58,PM2.5,Bakersfield-California,06-029-0014,AQS,2,39,28,58,27
01/23/2020,72,PM2.5,Bakersfield-California,06-029-0014,AQS,2,33,17,72,24
01/24/2020,87,PM2.5,Bakersfield-California,06-029-0014,AQS,2,32,27,87,24
01/25/2020,76,PM2.5,Bakersfield-California,06-029-0014,AQS,2,34,16,76,25
01/26/2020,79,PM2.5,Bakersfield-California,06-029-0014,AQS,3,34,17,79,22
01/27/2020,55,PM2.5,Bakersfield-California,06-029-0014,AQS,2,38,13,55,29
01/28/2020,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,34,32,71,25
01/29/2020,71,PM2.5,Bakersfield-California,06-029-0014,AQS,2,41,26,71,29
01/30/2020,60,PM2.5,Bakersfield-California,06-029-0014,AQS,3,35,26,60,29
01/31/2020,76,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,35,56,76,29
02/01/2020,93,PM2.5,Bakersfield-California,06-029-0014,AQS,3,39,37,93,34
02/02/2020,87,PM2.5,Bakersfield-California,06-029-0014,AQS,3,42,34,87,22
02/03/2020,39,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,38,31,39,31
02/04/2020,51,PM2.5,Bakersfield-California,06-029-0014,AQS,2,38,30,51,32
02/05/2020,61,PM2.5,Bakersfield-California,06-029-0014,AQS,2,38,31,61,34
02/06/2020,73,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,41,14,73,40
02/07/2020,74,PM2.5,Bakersfield-California,06-029-0014,AQS,3,45,10,74,41
02/08/2020,77,PM2.5,Bakersfield-California,06-029-0014,AQS,3,47,32,77,37
02/09/2020,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,43,31,63,30
02/10/2020,57,PM2.5,Bakersfield-California,06-029-0014,AQS,2,41,30,57,32
02/11/2020,55,PM2.5,Bakersfield-California,06-029-0014,AQS,3,41,37,55,42
02/12/2020,55,PM2.5,Bakersfield-California,06-029-0014,AQS,2,44,39,55,38
02/13/2020,59,PM2.5,Bakersfield-California,06-029-0014,AQS,2,49,33,59,37
02/14/2020,80,PM2.5,Bakersfield-California,06-029-0014,AQS,2,48,49,80,34
02/15/2020,91,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,51,52,91,42
02/16/2020,71,PM2.5,Bakersfield-California,06-029-0014,AQS,2,51,26,71,31
02/17/2020,59,PM2.5,Bakersfield-California,06-029-0014,AQS,2,44,31,59,32
02/18/2020,67,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,44,41,67,37
02/19/2020,69,PM2.5,Bakersfield-California,06-029-0014,AQS,2,47,47,69,38
02/20/2020,67,PM2.5,Bakersfield-California,06-029-0014,AQS,.,48,48,67,34
02/21/2020,82,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,.,48,54,82,29
02/22/2020,61,PM2.5,Bakersfield-California,06-029-0014,AQS,.,44,27,61,25
02/23/2020,55,PM2.5,Bakersfield-California,06-029-0014,AQS,.,41,13,55,31
02/24/2020,67,PM2.5,Bakersfield-California,06-029-0014,AQS,.,40,26,67,27
02/25/2020,62,PM2.5,Bakersfield-California,06-029-0014,AQS,.,46,32,62,26
02/26/2020,57,PM2.5,Bakersfield-California,06-029-0014,AQS,.,44,27,57,35
02/27/2020,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,.,48,51,59,40
02/28/2020,67,PM2.5,Bakersfield-California,06-029-0014,AQS,.,54,51,67,42
02/29/2020,53,PM2.5,Bakersfield-California,06-029-0014,AQS,.,51,33,53,35
03/01/2020,49,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,.,46,20,49,14
03/02/2020,51,PM2.5,Bakersfield-California,06-029-0014,AQS,.,41,24,51,25
03/03/2020,50,PM2.5,Bakersfield-California,06-029-0014,AQS,.,46,36,50,34
03/04/2020,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,.,50,55,63,35
03/05/2020,64,Ozone,Maricopa,06-029-0008,AQS,.,64,44,59,33
03/06/2020,64,Ozone,Mojave,06-029-0011,AQS,.,64,47,60,31
03/07/2020,39,Ozone,Mojave,06-029-0011,AQS,.,39,12,31,11
03/08/2020,39,Ozone,Mojave,06-029-0011,AQS,.,39,5,14,12
03/09/2020,40,Ozone,Mojave,06-029-0011,AQS,.,40,15,32,21
03/10/2020,55,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,33,55,54,20
03/11/2020,58,PM2.5,Bakersfield-California,06-029-0014,AQS,3,37,13,58,22
03/12/2020,65,PM2.5,Bakersfield-California,06-029-0014,AQS,5,39,18,65,20
03/13/2020,43,Ozone,Edison,06-029-0007,AQS,2,43,9,39,11
03/14/2020,40,Ozone,Mojave,06-029-0011,AQS,2,40,7,29,15
03/15/2020,41,Ozone,Mojave,06-029-0011,AQS,2,41,4,19,14
03/16/2020,40,Ozone,Shafter,06-029-6001,AQS,2,40,17,20,22
03/17/2020,41,Ozone,Edison,06-029-0007,AQS,3,41,3,28,29
03/18/2020,42,Ozone,Maricopa,06-029-0008,AQS,3,42,6,18,28
03/19/2020,42,Ozone,Mojave,06-029-0011,AQS,3,42,6,34,25
03/20/2020,42,Ozone,Mojave,06-029-0011,AQS,2,42,5,25,25
03/21/2020,43,Ozone,Mojave,06-029-0011,AQS,2,43,9,38,14
03/22/2020,44,Ozone,Mojave,06-029-0011,AQS,2,44,10,34,16
03/23/2020,43,Ozone,Edison,06-029-0007,AQS,2,43,4,17,21
03/24/2020,37,Ozone,Mojave,06-029-0011,AQS,2,37,6,25,10
03/25/2020,41,Ozone,Mojave,06-029-0011,AQS,2,41,4,19,9
03/26/2020,42,Ozone,Mojave,06-029-0011,AQS,2,42,5,21,14
03/27/2020,43,Ozone,Mojave,06-029-0011,AQS,3,43,16,33,26
03/28/2020,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,44,17,53,25
03/29/2020,44,Ozone,Mojave,06-029-0011,AQS,3,44,8,36,23
03/30/2020,45,Ozone,Mojave,06-029-0011,AQS,3,45,15,39,24
03/31/2020,53,PM2.5,Lebec,06-029-2009,AQS,3,43,19,53,26
04/01/2020,41,Ozone,Mojave,06-029-0011,AQS,3,41,15,33,20
04/02/2020,47,Ozone,Mojave,06-029-0011,AQS,3,47,19,34,23
04/03/2020,49,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,47,34,49,25
04/04/2020,45,Ozone,Edison,06-029-0007,AQS,3,45,17,40,22
04/05/2020,39,Ozone,Mojave,06-029-0011,AQS,2,39,23,37,9
04/06/2020,37,Ozone,Mojave,06-029-0011,AQS,2,37,3,18,9
04/07/2020,39,Ozone,Maricopa,06-029-0008,AQS,2,39,5,17,18
04/08/2020,37,Ozone,Mojave,06-029-0011,AQS,2,37,2,23,12
04/09/2020,33,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,33,5,18,22
04/10/2020,42,Ozone,Maricopa,06-029-0008,AQS,3,42,5,35,22
04/11/2020,53,PM2.5,Bakersfield-California,06-029-0014,AQS,5,44,10,53,21
04/12/2020,40,Ozone,Edison,06-029-0007,AQS,3,40,9,39,14
04/13/2020,44,PM2.5,Lebec,06-029-2009,AQS,2,41,14,44,15
04/14/2020,55,PM2.5,Bakersfield-California,06-029-0014,AQS,3,49,30,55,25
04/15/2020,64,Ozone,Edison,06-029-0007,AQS,3,64,34,55,30
04/16/2020,61,Ozone,Edison,06-029-0007,AQS,3,61,28,50,29
04/17/2020,39,PM2.5,Lebec,06-029-2009,AQS,2,39,13,39,15
04/18/2020,49,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,33,6,49,22
04/19/2020,52,PM2.5,Bakersfield-California,06-029-0014,AQS,5,39,13,52,23
04/20/2020,53,PM2.5,Lebec,06-029-2009,AQS,3,40,19,53,15
04/21/2020,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,19,52,16
04/22/2020,59,PM2.5,Bakersfield-California,06-029-0014,AQS,2,51,50,59,23
04/23/2020,55,PM2.5,Mojave,06-029-0011,AQS,3,46,44,55,27
04/24/2020,67,Ozone,Edison,06-029-0007,AQS,5,67,36,57,26
04/25/2020,87,Ozone,Edison,06-029-0007,AQS,3,87,34,56,24
04/26/2020,54,PM2.5,Bakersfield-California,06-029-0014,AQS,3,54,26,54,29
04/27/2020,50,Ozone,Edison,06-029-0007,AQS,3,50,31,44,23
04/28/2020,84,Ozone,Edison,06-029-0007,AQS,3,84,51,53,26
04/29/2020,115,Ozone,Edison,06-029-0007,AQS,3,115,52,60,30
04/30/2020,54,PM2.5,Lebec-Peace Valley/Frazier Park Roads,06-029-9001,AQS,2,49,47,54,17
05/01/2020,77,Ozone,Mojave,06-029-0011,AQS,3,77,41,42,26
05/02/2020,61,Ozone,Mojave,06-029-0011,AQS,3,61,31,44,31
05/03/2020,44,Ozone,Mojave,06-029-0011,AQS,3,44,23,39,10
05/04/2020,67,Ozone,Edison,06-029-0007,AQS,3,67,34,41,32
05/05/2020,101,Ozone,Edison,06-029-0007,AQS,3,101,48,54,29
05/06/2020,74,Ozone,Edison,06-029-0007,AQS,5,74,45,55,31
05/07/2020,119,Ozone,Edison,06-029-0007,AQS,5,119,61,57,37
05/08/2020,156,Ozone,Edison,06-029-0007,AQS,5,156,60,63,27
05/09/2020,140,Ozone,Edison,06-029-0007,AQS,5,140,42,62,23
05/10/2020,100,Ozone,Edison,06-029-0007,AQS,3,100,36,46,25
05/11/2020,58,Ozone,Maricopa,06-029-0008,AQS,2,58,32,39,27
05/12/2020,41,Ozone,Mojave,06-029-0011,AQS,2,41,34,34,17
05/13/2020,48,Ozone,Mojave,06-029-0011,AQS,2,48,29,36,16
05/14/2020,47,PM2.5,Mojave,06-029-0011,AQS,2,47,47,47,11
05/15/2020,69,PM10,Bakersfield-California,06-029-0014,AQS,2,41,69,37,20
05/16/2020,80,Ozone,Edison,06-029-0007,AQS,3,80,42,48,22
05/17/2020,36,Ozone,Edison,06-029-0007,AQS,3,36,22,35,18
05/18/2020,40,Ozone,Edison,06-029-0007,AQS,2,40,7,19,7
05/19/2020,41,Ozone,Edison,06-029-0007,AQS,2,41,14,19,10
05/20/2020,48,Ozone,Edison,06-029-0007,AQS,2,48,33,35,19
05/21/2020,67,Ozone,Edison,06-029-0007,AQS,3,67,34,52,25
05/22/2020,50,Ozone,Edison,06-029-0007,AQS,3,50,39,49,22
05/23/2020,54,Ozone,Edison,06-029-0007,AQS,2,54,34,36,26
05/24/2020,87,PM10,Canebrake,06-029-0017,AQS,3,87,87,51,25
05/25/2020,101,Ozone,Edison,06-029-0007,AQS,3,101,37,52,24
05/26/2020,115,Ozone,Edison,06-029-0007,AQS,3,115,43,56,32
05/27/2020,100,Ozone,Edison,06-029-0007,AQS,3,100,51,59,34
05/28/2020,74,Ozone,Edison,06-029-0007,AQS,3,74,33,53,34
05/29/2020,74,Ozone,Edison,06-029-0007,AQS,3,74,64,52,31
05/30/2020,34,Ozone,Maricopa,06-029-0008,AQS,2,34,21,31,5
05/31/2020,39,Ozone,Edison,06-029-0007,AQS,2,39,17,30,12
06/01/2020,74,Ozone,Edison,06-029-0007,AQS,2,74,39,55,21
06/02/2020,108,Ozone,Edison,06-029-0007,AQS,3,108,54,64,18
06/03/2020,150,Ozone,Edison,06-029-0007,AQS,3,150,55,67,28
06/04/2020,90,Ozone,Shafter,06-029-6001,AQS,3,90,41,59,22
06/05/2020,54,PM2.5,Mojave,06-029-0011,AQS,2,41,53,54,15
06/06/2020,54,PM2.5,Mojave,06-029-0011,AQS,2,42,44,54,8
06/07/2020,51,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,1,41,51,51,8
06/08/2020,44,Ozone,Edison,06-029-0007,AQS,2,44,28,34,27
06/09/2020,74,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,74,15,43,23
06/10/2020,90,Ozone,Edison,06-029-0007,AQS,3,90,19,54,29
06/11/2020,126,Ozone,Edison,06-029-0007,AQS,3,126,46,57,37
06/12/2020,87,Ozone,Mojave,06-029-0011,AQS,2,87,63,54,29
06/13/2020,53,PM2.5,Mojave,06-029-0011,AQS,2,45,34,53,12
06/14/2020,48,Ozone,Mojave,06-029-0011,AQS,2,48,28,42,15
06/15/2020,54,Ozone,Edison,06-029-0007,AQS,2,54,31,47,22
06/16/2020,51,PM2.5,Mojave,06-029-0011,AQS,2,49,31,51,13
06/17/2020,64,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,64,40,52,24
06/18/2020,115,Ozone,Edison,06-029-0007,AQS,3,115,49,59,25
06/19/2020,119,Ozone,Mojave,06-029-0011,AQS,3,119,51,58,32
06/20/2020,112,Ozone,Mojave,06-029-0011,AQS,3,112,63,58,23
06/21/2020,77,Ozone,Mojave,06-029-0011,AQS,3,77,31,53,28
06/22/2020,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,90,33,54,22
06/23/2020,112,Ozone,Edison,06-029-0007,AQS,3,112,41,59,25
06/24/2020,97,Ozone,Mojave,06-029-0011,AQS,3,97,43,54,22
06/25/2020,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,93,46,52,24
06/26/2020,93,Ozone,Edison,06-029-0007,AQS,3,93,42,58,25
06/27/2020,115,Ozone,Edison,06-029-0007,AQS,3,115,43,58,16
06/28/2020,58,Ozone,Maricopa,06-029-0008,AQS,2,58,53,44,15
06/29/2020,55,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,47,40,55,19
06/30/2020,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,90,49,58,24
07/01/2020,80,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,80,38,52,22
07/02/2020,74,Ozone,Mojave,06-029-0011,AQS,3,74,33,52,19
07/03/2020,93,Ozone,Mojave,06-029-0011,AQS,2,93,36,61,19
07/04/2020,219,PM2.5,Bakersfield-California,06-029-0014,AQS,5,97,47,219,63
07/05/2020,85,PM2.5,Bakersfield-California,06-029-0014,AQS,6,80,47,85,21
07/06/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,101,42,61,31
07/07/2020,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,93,43,57,25
07/08/2020,101,Ozone,Edison,06-029-0007,AQS,3,101,48,61,34
07/09/2020,122,Ozone,Edison,06-029-0007,AQS,3,122,52,64,27
07/10/2020,115,Ozone,Edison,06-029-0007,AQS,3,115,50,63,26
07/11/2020,126,Ozone,Edison,06-029-0007,AQS,3,126,47,64,25
07/12/2020,105,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,105,37,57,27
07/13/2020,105,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,105,45,57,26
07/14/2020,77,Ozone,Edison,06-029-0007,AQS,2,77,34,50,24
07/15/2020,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,122,36,57,28
07/16/2020,136,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,136,40,60,24
07/17/2020,115,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,115,44,57,20
07/18/2020,126,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,126,43,57,25
07/19/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,101,32,55,11
07/20/2020,90,Ozone,Edison,06-029-0007,AQS,3,90,43,58,32
07/21/2020,105,Ozone,Edison,06-029-0007,AQS,3,105,51,58,25
07/22/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,101,42,51,25
07/23/2020,77,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,77,31,49,17
07/24/2020,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,108,38,53,20
07/25/2020,84,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,84,43,56,22
07/26/2020,90,Ozone,Edison,06-029-0007,AQS,3,90,34,55,13
07/27/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,101,41,53,25
07/28/2020,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,108,44,58,24
07/29/2020,97,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,97,47,63,35
07/30/2020,119,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,119,46,59,34
07/31/2020,119,Ozone,Edison,06-029-0007,AQS,3,119,53,58,29
08/01/2020,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,90,47,57,42
08/02/2020,80,Ozone,Mojave,06-029-0011,AQS,5,80,63,56,30
08/03/2020,77,Ozone,Mojave,06-029-0011,AQS,5,77,38,54,25
08/04/2020,67,Ozone,Maricopa,06-029-0008,AQS,5,67,43,56,25
08/05/2020,61,Ozone,Edison,06-029-0007,AQS,2,61,43,44,22
08/06/2020,73,PM2.5,Lebec,06-029-2009,AQS,2,51,41,73,20
08/07/2020,87,Ozone,Edison,06-029-0007,AQS,2,87,48,55,21
08/08/2020,93,Ozone,Edison,06-029-0007,AQS,3,93,46,52,28
08/09/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,101,33,55,21
08/10/2020,119,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,119,54,61,25
08/11/2020,84,Ozone,Mojave,06-029-0011,AQS,.,84,45,52,31
08/12/2020,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,122,58,56,25
08/13/2020,97,Ozone,Edison,06-029-0007,AQS,2,97,63,88,29
08/14/2020,151,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,151,61,70,28
08/15/2020,119,Ozone,Edison,06-029-0007,AQS,3,119,65,68,26
08/16/2020,147,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,147,53,77,30
08/17/2020,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,122,58,65,25
08/18/2020,100,Ozone,Edison,06-029-0007,AQS,5,100,64,93,25
08/19/2020,197,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,8,197,87,152,26
08/20/2020,185,PM2.5,Lebec,06-029-2009,AQS,14,172,96,185,29
08/21/2020,212,PM2.5,Bakersfield-California,06-029-0014,AQS,15,195,125,212,29
08/22/2020,235,PM2.5,Bakersfield-California,06-029-0014,AQS,18,205,138,235,26
08/23/2020,174,PM2.5,Bakersfield-California,06-029-0014,AQS,16,143,90,174,17
08/24/2020,159,Ozone,Shafter,06-029-6001,AQS,8,159,71,129,21
08/25/2020,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,122,56,89,23
08/26/2020,115,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,115,59,82,25
08/27/2020,115,Ozone,Edison,06-029-0007,AQS,7,115,45,91,22
08/28/2020,140,Ozone,Edison,06-029-0007,AQS,5,140,32,70,26
08/29/2020,115,Ozone,Edison,06-029-0007,AQS,5,115,32,71,42
08/30/2020,115,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,115,37,84,26
08/31/2020,147,Ozone,Edison,06-029-0007,AQS,6,147,73,109,48
09/01/2020,154,Ozone,Edison,06-029-0007,AQS,.,154,50,117,28
09/02/2020,161,Ozone,Edison,06-029-0007,AQS,.,161,61,103,25
09/03/2020,159,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,159,68,123,32
09/04/2020,169,Ozone,Edison,06-029-0007,AQS,6,169,56,100,25
09/05/2020,190,Ozone,Edison,06-029-0007,AQS,7,190,38,108,24
09/06/2020,172,Ozone,Edison,06-029-0007,AQS,7,172,82,132,23
09/07/2020,168,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,8,136,90,168,28
09/08/2020,267,PM10,Ridgecrest-Ward,06-029-0018,AQS,7,74,267,200,40
09/09/2020,103,PM10,Oildale,06-029-0232,AQS,6,61,103,96,17
09/10/2020,94,PM10,Oildale,06-029-0232,AQS,5,32,94,93,28
09/11/2020,111,PM10,Oildale,06-029-0232,AQS,7,33,111,110,32
09/12/2020,156,Ozone,Edison,06-029-0007,AQS,7,156,106,106,27
09/13/2020,154,Ozone,Edison,06-029-0007,AQS,9,154,97,140,27
09/14/2020,164,PM2.5,Bakersfield-California,06-029-0014,AQS,11,150,135,164,40
09/15/2020,172,PM2.5,Bakersfield-California,06-029-0014,AQS,13,159,135,172,29
09/16/2020,172,Ozone,Edison,06-029-0007,AQS,13,172,125,167,32
09/17/2020,172,Ozone,Edison,06-029-0007,AQS,9,172,120,157,35
09/18/2020,125,PM2.5,Lebec-Peace Valley/Frazier Park Roads,06-029-9001,AQS,8,97,85,125,31
09/19/2020,64,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,61,58,64,24
09/20/2020,108,Ozone,Edison,06-029-0007,AQS,6,108,64,74,26
09/21/2020,151,Ozone,Edison,06-029-0007,AQS,7,151,72,87,33
09/22/2020,136,Ozone,Edison,06-029-0007,AQS,7,136,85,98,41
09/23/2020,145,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,7,74,81,145,32
09/24/2020,156,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,5,47,73,156,38
09/25/2020,153,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,48,70,153,30
09/26/2020,119,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,77,62,119,23
09/27/2020,101,Ozone,Edison,06-029-0007,AQS,6,101,41,74,30
09/28/2020,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,108,19,82,32
09/29/2020,112,Ozone,Maricopa,06-029-0008,AQS,6,112,81,78,34
09/30/2020,129,Ozone,Edison,06-029-0007,AQS,6,129,82,115,36
10/01/2020,161,Ozone,Edison,06-029-0007,AQS,7,161,94,109,37
10/02/2020,152,PM2.5,Bakersfield-California,06-029-0014,AQS,9,150,107,152,41
10/03/2020,170,PM2.5,Bakersfield-California,06-029-0014,AQS,13,140,108,170,38
10/04/2020,170,PM2.5,Bakersfield-California,06-029-0014,AQS,13,136,91,170,42
10/05/2020,159,PM2.5,Mojave - CA 58 Business,06-029-0019,AQS,10,154,95,159,44
10/06/2020,131,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,9,93,100,131,35
10/07/2020,119,Ozone,Edison,06-029-0007,AQS,7,119,91,106,42
10/08/2020,115,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,6,115,80,93,44
10/09/2020,110,PM2.5,Lebec-Peace Valley/Frazier Park Roads,06-029-9001,AQS,6,64,67,110,29
10/10/2020,81,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,71,63,81,28
10/11/2020,65,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,44,44,65,18
10/12/2020,62,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,5,61,57,62,27
10/13/2020,112,Ozone,Edison,06-029-0007,AQS,6,112,68,73,42
10/14/2020,129,Ozone,Edison,06-029-0007,AQS,6,129,80,85,28
10/15/2020,105,Ozone,Bakersfield-Muni,06-029-2012,AQS,6,105,86,83,39
10/16/2020,122,Ozone,Edison,06-029-0007,AQS,7,122,95,80,45
10/17/2020,126,Ozone,Maricopa,06-029-0008,AQS,7,126,79,75,35
10/18/2020,112,Ozone,Edison,06-029-0007,AQS,7,112,66,80,33
10/19/2020,136,Ozone,Edison,06-029-0007,AQS,6,136,69,81,50
10/20/2020,100,Ozone,Edison,06-029-0007,AQS,7,100,84,87,41
10/21/2020,112,Ozone,Edison,06-029-0007,AQS,6,112,79,81,38
10/22/2020,101,Ozone,Edison,06-029-0007,AQS,6,101,84,100,56
10/23/2020,88,PM10,Oildale,06-029-0232,AQS,6,58,88,67,38
10/24/2020,68,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,48,68,64,31
10/25/2020,93,PM10,Ridgecrest-Ward,06-029-0018,AQS,5,44,93,65,24
10/26/2020,112,PM10,Oildale,06-029-0232,AQS,3,44,112,63,25
10/27/2020,84,PM10,Oildale,06-029-0232,AQS,5,44,84,79,33
10/28/2020,76,PM10,Oildale,06-029-0232,AQS,6,50,76,68,47
10/29/2020,90,PM10,Oildale,06-029-0232,AQS,6,71,90,80,42
10/30/2020,103,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,9,84,89,103,46
10/31/2020,105,Ozone,Maricopa,06-029-0008,AQS,8,105,75,91,47
11/01/2020,108,PM2.5,Bakersfield-California,06-029-0014,AQS,8,105,74,108,40
11/02/2020,105,Ozone,Edison,06-029-0007,AQS,7,105,95,99,55
11/03/2020,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,7,101,87,98,49
11/04/2020,112,PM2.5,Bakersfield-California,06-029-0014,AQS,8,77,91,112,58
11/05/2020,126,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,8,64,120,126,47
11/06/2020,162,PM10,Oildale,06-029-0232,AQS,6,58,162,89,40
11/07/2020,38,PM2.5,Bakersfield-California,06-029-0014,AQS,2,36,18,38,13
11/08/2020,41,PM2.5,Bakersfield-California,06-029-0014,AQS,3,35,23,41,20
11/09/2020,52,PM2.5,Bakersfield-California,06-029-0014,AQS,3,33,13,52,31
11/10/2020,65,PM2.5,Bakersfield-California,06-029-0014,AQS,5,35,26,65,34
11/11/2020,89,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,43,89,37
11/12/2020,106,PM2.5,Bakersfield-California,06-029-0014,AQS,7,39,56,106,46
11/13/2020,99,PM2.5,Bakersfield-California,06-029-0014,AQS,7,49,56,99,50
11/14/2020,95,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,41,51,95,36
11/15/2020,83,PM2.5,Bakersfield-California,06-029-0014,AQS,7,40,34,83,35
11/16/2020,106,PM2.5,Bakersfield-California,06-029-0014,AQS,9,44,55,106,46
